ID,fromaccount,toaccount,syscode,month,timestamp,amount
54267,B53778,1000098,26,201409,2014/9/2 13:43,180
165554,C30780,1000098,26,201409,2014/9/5 11:01,720
166140,E62543,1000098,26,201409,2014/9/5 12:51,260
281995,A72224,1000098,26,201409,2014/9/9 12:57,1060
284126,E27415,1000098,26,201409,2014/9/9 10:56,620
287940,A40661,1000098,26,201409,2014/9/9 11:58,110
291917,E46562,1000098,26,201409,2014/9/9 14:51,290
345539,C51980,1000098,26,201409,2014/9/11 16:24,4350
356342,D60581,1000098,26,201409,2014/9/11 9:13,200
356455,D73863,1000098,26,201409,2014/9/11 12:09,590
358943,C14897,1000098,26,201409,2014/9/11 14:38,560
359411,A33060,1000098,26,201409,2014/9/11 11:49,600
360906,E54759,1000098,26,201409,2014/9/11 18:37,1000
366645,E79732,1000098,26,201409,2014/9/11 13:17,110
377655,A44349,1000098,26,201409,2014/9/12 18:34,120
378421,B74403,1000098,26,201409,2014/9/12 9:48,460
380283,D52011,1000098,26,201409,2014/9/12 10:15,400
384734,B21650,1000098,26,201409,2014/9/12 10:45,1770
397117,E15644,1000098,26,201409,2014/9/12 16:14,6400
401870,E75506,1000098,26,201409,2014/9/12 11:10,1770
409684,C36246,1000098,26,201409,2014/9/12 16:45,660
410892,B23070,1000098,26,201409,2014/9/13 9:36,420
417595,B35923,1000098,26,201409,2014/9/13 11:38,120
432658,B21522,1000098,26,201409,2014/9/13 12:58,780
466642,E68443,1000098,26,201409,2014/9/14 17:39,130
526917,C67024,1000098,26,201409,2014/9/15 14:42,500
531073,E71106,1000098,26,201409,2014/9/15 11:56,360
531079,C55763,1000098,26,201409,2014/9/15 11:56,580
539861,A62656,1000098,26,201409,2014/9/15 11:24,530
542035,C59500,1000098,26,201409,2014/9/15 18:57,420
543849,D40386,1000098,26,201409,2014/9/15 18:54,340
545698,D79042,1000098,26,201409,2014/9/15 18:42,1020
549069,B70846,1000098,26,201409,2014/9/15 16:38,850
549476,B72116,1000098,26,201409,2014/9/15 15:46,470
551190,A50489,1000098,26,201409,2014/9/15 17:55,420
556022,A61397,1000098,26,201409,2014/9/15 19:30,200
557606,E71714,1000098,26,201409,2014/9/15 16:55,2860
558067,B44269,1000098,26,201409,2014/9/15 17:10,380
559514,B51586,1000098,26,201409,2014/9/15 18:42,300
560988,E29216,1000098,26,201409,2014/9/15 18:28,700
576074,B46612,1000098,26,201409,2014/9/15 15:33,180
579098,B77336,1000098,26,201409,2014/9/15 17:00,420
580745,C58015,1000098,26,201409,2014/9/15 10:10,180
586539,C59918,1000098,26,201409,2014/9/15 12:52,4040
586738,B49930,1000098,26,201409,2014/9/15 15:17,720
591630,A49909,1000098,26,201409,2014/9/15 10:45,120
591631,E58769,1000098,26,201409,2014/9/15 10:45,1290
596957,D60145,1000098,26,201409,2014/9/15 18:10,1670
597134,A43203,1000098,26,201409,2014/9/15 17:45,110
597376,B56372,1000098,26,201409,2014/9/15 15:58,400
598269,B17081,1000098,26,201409,2014/9/15 17:44,230
598865,E48721,1000098,26,201409,2014/9/15 16:01,590
598967,A61863,1000098,26,201409,2014/9/15 17:36,450
599541,D76052,1000098,26,201409,2014/9/15 18:00,710
599691,A68219,1000098,26,201409,2014/9/15 14:02,2880
599707,A56217,1000098,26,201409,2014/9/15 18:01,880
605347,A79120,1000098,26,201409,2014/9/16 13:16,240
606047,A72301,1000098,26,201409,2014/9/16 12:29,1140
607457,B68392,1000098,26,201409,2014/9/16 14:55,380
607484,A69086,1000098,26,201409,2014/9/16 12:54,1450
610017,E58887,1000098,26,201409,2014/9/16 16:20,750
611075,A17628,1000098,26,201409,2014/9/16 14:27,800
615045,B44026,1000098,26,201409,2014/9/16 17:14,2880
615713,B74754,1000098,26,201409,2014/9/16 7:55,140
615862,B65419,1000098,26,201409,2014/9/16 15:57,310
616812,C27523,1000098,26,201409,2014/9/16 18:04,140
621008,E51834,1000098,26,201409,2014/9/16 14:16,880
622579,C49986,1000098,26,201409,2014/9/16 15:14,690
623069,B56605,1000098,26,201409,2014/9/16 14:07,500
625102,C67630,1000098,26,201409,2014/9/16 16:08,2560
627657,A51838,1000098,26,201409,2014/9/16 15:42,2830
628343,B30119,1000098,26,201409,2014/9/16 13:02,660
629142,C73562,1000098,26,201409,2014/9/16 11:33,570
630370,C63542,1000098,26,201409,2014/9/16 18:06,1590
630434,A54939,1000098,26,201409,2014/9/16 16:32,280
630796,A25651,1000098,26,201409,2014/9/16 14:50,500
633239,D31088,1000098,26,201409,2014/9/16 19:49,1000
633309,C76309,1000098,26,201409,2014/9/16 17:50,720
633843,E66679,1000098,26,201409,2014/9/16 19:28,2460
633844,E53654,1000098,26,201409,2014/9/16 19:28,500
634427,B75148,1000098,26,201409,2014/9/16 18:39,600
634463,E66935,1000098,26,201409,2014/9/16 19:22,2520
635407,A46295,1000098,26,201409,2014/9/16 19:26,1420
636821,B58223,1000098,26,201409,2014/9/16 19:13,1200
651401,D63009,1000098,26,201409,2014/9/16 9:36,2000
653915,A17980,1000098,26,201409,2014/9/16 9:15,1610
657251,D49292,1000098,26,201409,2014/9/16 11:12,750
700635,D69298,1000098,26,201409,2014/9/17 15:02,230
708230,B52432,1000098,26,201409,2014/9/17 8:21,1560
715572,A52444,1000098,26,201409,2014/9/17 7:52,890
717145,A38241,1000098,26,201409,2014/9/17 13:55,400
717154,D51911,1000098,26,201409,2014/9/17 13:57,420
717165,D68016,1000098,26,201409,2014/9/17 9:23,1670
720934,D29838,1000098,26,201409,2014/9/17 8:52,560
723491,D28064,1000098,26,201409,2014/9/17 14:30,110
723785,B26607,1000098,26,201409,2014/9/17 9:45,770
727256,D53761,1000098,26,201409,2014/9/17 14:21,1020
734142,C34144,1000098,26,201409,2014/9/17 13:03,5030
734182,A41246,1000098,26,201409,2014/9/17 13:12,540
735825,C39635,1000098,26,201409,2014/9/17 10:12,500
736227,D55133,1000098,26,201409,2014/9/17 13:44,360
737867,C35538,1000098,26,201409,2014/9/17 10:18,170
737929,D40821,1000098,26,201409,2014/9/17 15:13,220
738539,D52723,1000098,26,201409,2014/9/17 12:57,140
739930,A30767,1000098,26,201409,2014/9/17 15:43,260
742281,D67448,1000098,26,201409,2014/9/17 11:29,140
744121,D54865,1000098,26,201409,2014/9/17 15:18,120
744836,C63133,1000098,26,201409,2014/9/17 13:50,150
744840,C75348,1000098,26,201409,2014/9/17 13:51,250
748314,D29434,1000098,26,201409,2014/9/17 11:16,940
748634,A44647,1000098,26,201409,2014/9/17 12:25,7400
750080,D67930,1000098,26,201409,2014/9/17 9:02,1440
751957,B64919,1000098,26,201409,2014/9/17 12:41,900
752417,A59932,1000098,26,201409,2014/9/17 12:42,3400
753714,E71234,1000098,26,201409,2014/9/17 19:11,3220
753787,B44480,1000098,26,201409,2014/9/17 19:23,120
754675,D34699,1000098,26,201409,2014/9/17 18:13,200
755355,B52222,1000098,26,201409,2014/9/17 16:58,1470
755798,E78904,1000098,26,201409,2014/9/17 17:01,400
756628,D22525,1000098,26,201409,2014/9/17 18:19,390
762599,C58348,1000098,26,201409,2014/9/18 16:28,430
775125,A58937,1000098,26,201409,2014/9/18 10:37,200
781590,E54971,1000098,26,201409,2014/9/18 13:54,3990
791939,B78202,1000098,26,201409,2014/9/18 10:19,2280
795061,B35051,1000098,26,201409,2014/9/18 12:58,1180
796381,B46360,1000098,26,201409,2014/9/18 16:01,3310
796774,A49599,1000098,26,201409,2014/9/18 14:47,620
812726,C49543,1000098,26,201409,2014/9/18 18:58,470
814917,C70124,1000098,26,201409,2014/9/18 12:54,760
824790,D14227,1000098,26,201409,2014/9/19 11:03,750
836132,D44841,1000098,26,201409,2014/9/19 15:32,480
841954,C71420,1000098,26,201409,2014/9/19 16:43,1320
844934,C71729,1000098,26,201409,2014/9/19 15:37,500
846425,C24271,1000098,26,201409,2014/9/19 16:46,1640
847060,B64930,1000098,26,201409,2014/9/19 11:19,300
848743,A50099,1000098,26,201409,2014/9/19 21:38,110
848902,B44703,1000098,26,201409,2014/9/19 18:59,180
857736,D74540,1000098,26,201409,2014/9/19 15:00,750
860385,B32209,1000098,26,201409,2014/9/19 14:14,800
860421,B63826,1000098,26,201409,2014/9/19 13:55,740
869831,E60876,1000098,26,201409,2014/9/19 21:41,110
870457,A35423,1000098,26,201409,2014/9/19 8:21,950
871570,C13379,1000098,26,201409,2014/9/19 18:47,930
881972,E52111,1000098,26,201409,2014/9/19 18:38,2000
882785,D72013,1000098,26,201409,2014/9/19 17:24,470
901453,C60080,1000098,26,201409,2014/9/20 14:15,1840
901702,E35219,1000098,26,201409,2014/9/20 11:02,290
910916,A56863,1000098,26,201409,2014/9/20 11:04,240
912524,D57118,1000098,26,201409,2014/9/20 11:22,180
914481,B76177,1000098,26,201409,2014/9/20 17:08,50
916793,C27711,1000098,26,201409,2014/9/20 15:38,850
917951,E12914,1000098,26,201409,2014/9/20 9:06,800
918803,B62578,1000098,26,201409,2014/9/20 13:43,1050
919680,E62786,1000098,26,201409,2014/9/20 15:59,800
931264,B39588,1000098,26,201409,2014/9/20 8:57,480
931528,D57447,1000098,26,201409,2014/9/20 12:27,1590
987333,C61400,1000098,26,201409,2014/9/22 17:32,240
987339,B66325,1000098,26,201409,2014/9/22 17:37,480
990310,D70145,1000098,26,201409,2014/9/22 9:27,1360
1009828,C62073,1000098,26,201409,2014/9/22 10:38,1640
1011792,A73399,1000098,26,201409,2014/9/22 10:43,130
1024794,D36238,1000098,26,201409,2014/9/22 15:03,720
1024800,D61278,1000098,26,201409,2014/9/22 15:05,210
1025054,C45454,1000098,26,201409,2014/9/22 8:45,2060
1026918,C77763,1000098,26,201409,2014/9/22 15:51,1470
1028459,B49827,1000098,26,201409,2014/9/22 18:16,770
1028769,D70940,1000098,26,201409,2014/9/22 15:59,1890
1028896,C28420,1000098,26,201409,2014/9/22 15:41,1770
1032626,A34313,1000098,26,201409,2014/9/22 15:56,170
1037765,E27156,1000098,26,201409,2014/9/22 17:21,920
1042079,D44180,1000098,26,201409,2014/9/22 12:39,510
1046823,B49446,1000098,26,201409,2014/9/22 12:02,290
1048412,E58544,1000098,26,201409,2014/9/22 11:57,540
1048729,A68687,1000098,26,201409,2014/9/22 17:44,540
1049305,A45770,1000098,26,201409,2014/9/22 14:10,1350
1051209,E48939,1000098,26,201409,2014/9/22 8:58,950
1060711,B21897,1000098,26,201409,2014/9/23 16:26,5040
1064324,C69853,1000098,26,201409,2014/9/23 14:39,210
1071750,E46310,1000098,26,201409,2014/9/23 16:28,500
1090508,E18416,1000098,26,201409,2014/9/23 13:47,140
1092160,B31641,1000098,26,201409,2014/9/23 10:23,140
1093522,D72539,1000098,26,201409,2014/9/23 17:45,110
1093644,B76519,1000098,26,201409,2014/9/23 16:34,1240
1095265,E54210,1000098,26,201409,2014/9/23 15:55,1170
1096522,B42034,1000098,26,201409,2014/9/23 9:25,1160
1098466,B34941,1000098,26,201409,2014/9/23 14:52,2520
1098619,E24401,1000098,26,201409,2014/9/23 18:49,170
1098727,D71149,1000098,26,201409,2014/9/23 15:50,110
1103815,B60197,1000098,26,201409,2014/9/23 10:52,520
1105886,E26979,1000098,26,201409,2014/9/23 10:31,340
1121176,C62697,1000098,26,201409,2014/9/23 12:35,920
1123709,C25352,1000098,26,201409,2014/9/23 18:18,510
1153075,B27443,1000098,26,201409,2014/9/24 8:25,150
1154699,D42507,1000098,26,201409,2014/9/24 8:26,730
1165453,D42908,1000098,26,201409,2014/9/24 9:50,320
1173462,C46814,1000098,26,201409,2014/9/24 9:30,500
1175163,B66860,1000098,26,201409,2014/9/24 12:35,480
1175554,A56551,1000098,26,201409,2014/9/24 16:12,150
1176477,A13896,1000098,26,201409,2014/9/24 10:34,210
1183114,B53729,1000098,26,201409,2014/9/24 12:41,1790
1196542,C71030,1000098,26,201409,2014/9/24 18:27,1480
1196928,A30178,1000098,26,201409,2014/9/24 18:38,350
1197287,B49827,1000098,26,201409,2014/9/24 18:53,640
1197299,D79042,1000098,26,201409,2014/9/24 18:37,210
1198322,D78173,1000098,26,201409,2014/9/24 12:43,480
1201421,E66266,1000098,26,201409,2014/9/24 16:33,620
1206113,D38864,1000098,26,201409,2014/9/25 18:47,1670
1212112,E72121,1000098,26,201409,2014/9/25 9:37,3220
1221009,B29914,1000098,26,201409,2014/9/25 9:37,860
1225567,E47718,1000098,26,201409,2014/9/25 9:25,1000
1243445,A58642,1000098,26,201409,2014/9/25 8:42,740
1245690,C73788,1000098,26,201409,2014/9/25 10:17,1300
1246577,A71308,1000098,26,201409,2014/9/25 17:15,480
1249043,B70821,1000098,26,201409,2014/9/25 15:35,410
1249079,D57714,1000098,26,201409,2014/9/25 15:20,680
1252219,E48106,1000098,26,201409,2014/9/25 11:26,360
1253065,A43922,1000098,26,201409,2014/9/25 18:05,1000
1257473,E70467,1000098,26,201409,2014/9/25 17:10,110
1263022,D73686,1000098,26,201409,2014/9/25 17:07,630
1267867,D41658,1000098,26,201409,2014/9/25 18:12,300
1269534,C72543,1000098,26,201409,2014/9/25 13:25,300
1269536,C51303,1000098,26,201409,2014/9/25 13:25,440
1270285,D56474,1000098,26,201409,2014/9/25 9:53,1010
1270706,D26127,1000098,26,201409,2014/9/25 16:28,1020
1272561,C13793,1000098,26,201409,2014/9/25 16:46,2070
1273548,B74547,1000098,26,201409,2014/9/25 15:59,130
1292880,A75251,1000098,26,201409,2014/9/26 15:24,1140
1311085,A68610,1000098,26,201409,2014/9/26 11:44,1340
1314115,A72282,1000098,26,201409,2014/9/26 11:26,4700
1317689,A40671,1000098,26,201409,2014/9/26 16:39,500
1324707,B62742,1000098,26,201409,2014/9/26 8:03,260
1327513,A72959,1000098,26,201409,2014/9/26 12:38,3110
1327536,C71383,1000098,26,201409,2014/9/26 14:50,1310
1327565,D51625,1000098,26,201409,2014/9/26 12:18,230
1327694,C51004,1000098,26,201409,2014/9/26 18:22,450
1329698,C58203,1000098,26,201409,2014/9/26 11:19,770
1332834,A61394,1000098,26,201409,2014/9/26 15:00,450
1332848,D54290,1000098,26,201409,2014/9/26 15:04,550
1333253,A54435,1000098,26,201409,2014/9/26 15:45,750
1333318,E53957,1000098,26,201409,2014/9/26 16:52,720
1336418,D38433,1000098,26,201409,2014/9/26 12:50,600
1337009,C39928,1000098,26,201409,2014/9/26 15:49,900
1337038,C58203,1000098,26,201409,2014/9/26 10:48,130
1341660,A59438,1000098,26,201409,2014/9/27 15:00,930
1343853,E62556,1000098,26,201409,2014/9/27 12:51,110
1345521,C59045,1000098,26,201409,2014/9/27 12:36,440
1348428,B57628,1000098,26,201409,2014/9/27 11:53,190
1350169,D50226,1000098,26,201409,2014/9/27 9:12,1090
1356613,D49534,1000098,26,201409,2014/9/27 8:08,240
1362477,D21520,1000098,26,201409,2014/9/27 10:04,2860
1363496,B37039,1000098,26,201409,2014/9/27 15:03,140
1365198,D79541,1000098,26,201409,2014/9/27 9:58,810
1397204,B69218,1000098,26,201409,2014/9/28 16:38,12190
1400436,B57742,1000098,26,201409,2014/9/28 17:22,710
1401737,C33431,1000098,26,201409,2014/9/28 17:16,1270
1403884,D57333,1000098,26,201409,2014/9/28 17:38,540
1405292,E57328,1000098,26,201409,2014/9/28 11:38,300
1406690,C72386,1000098,26,201409,2014/9/28 13:02,500
1407643,E31868,1000098,26,201409,2014/9/28 17:06,1410
1407675,A58815,1000098,26,201409,2014/9/28 15:57,420
1412466,E56992,1000098,26,201409,2014/9/28 16:17,2700
1417968,A68612,1000098,26,201409,2014/9/28 12:11,1110
1425210,C20416,1000098,26,201409,2014/9/28 19:10,1370
1433029,A57368,1000098,26,201409,2014/9/28 19:24,680
1433327,C48127,1000098,26,201409,2014/9/28 15:22,2840
1434323,A43168,1000098,26,201409,2014/9/28 15:33,1800
1473790,B46648,1000098,26,201409,2014/9/29 11:06,3570
1516247,B56044,1000098,26,201409,2014/9/29 13:10,1800
1516429,C41527,1000098,26,201409,2014/9/29 15:59,420
1516702,C61358,1000098,26,201409,2014/9/29 18:40,580
1517744,D67621,1000098,26,201409,2014/9/29 9:00,260
1518192,B43568,1000098,26,201409,2014/9/29 11:46,500
1518491,C60339,1000098,26,201409,2014/9/29 12:53,230
1519787,E66242,1000098,26,201409,2014/9/29 12:33,720
1520259,C79218,1000098,26,201409,2014/9/29 18:27,2700
1524428,D46953,1000098,26,201409,2014/9/29 15:36,120
1524429,D56845,1000098,26,201409,2014/9/29 15:36,4460
1526135,B43568,1000098,26,201409,2014/9/29 16:24,510
1536657,D66393,1000098,26,201409,2014/9/29 11:14,590
1540748,D53392,1000098,26,201409,2014/9/30 17:22,150
1547306,E44698,1000098,26,201409,2014/9/30 15:19,1020
